rainfall
0.0
0.0
0.0
0.0
0.06818182
0.035714287
1.0497836
6.461039
6.985931
4.0064936
2.8896103
1.3528138
0.1590909
0.045454547
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04818594
0.08163265
1.2902495
7.9075966
6.2613378
4.980726
2.9880953
0.8106576
0.09580499
0.0
0.0051020407
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.11904762
5.4540815
3.6893425
3.0056689
2.0736961
0.7086168
0.4642857
0.0861678
0.72917956
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.8985261
4.37415
7.2431974
2.526644
2.1581633
0.93820864
0.946712
1.0538548
1.0921975
0.012987013
0.0
0.0
0.0034013605
0.0
0.0
0.0
0.06122449
2.4126985
4.144558
5.744898
5.522109
2.7301588
2.6479592
3.4189343
1.3605958
0.0
0.0
0.0
0.0
0.0
0.0
0.0051020407
0.117913835
1.1615646
0.32142857
4.270408
2.1558957
2.8339002
7.3310657
4.9705215
1.1596577
0.0
0.0
0.0
0.0034013605
0.03798186
0.0045351475
0.015306123
0.0062358277
0.0022675737
0.19501133
8.049319
9.014739
7.3066893
5.9206347
9.158163
2.272418
0.0
0.0
0.0
0.0
0.048752833
0.02324263
0.0
0.0056689344
0.0
0.17800453
5.6842403
9.281746
3.9699547
2.9518142
2.867347
3.5149453
0.0
0.0
0.0
0.0
0.013038549
0.009637188
0.003968254
0.010770975
0.0
0.0
13.391724
9.687075
6.557256
10.747732
10.214286
7.30973
0.0
0.0
0.0
0.03968254
0.019274376
0.02324263
0.00056689343
0.0011337869
0.0
0.010204081
3.7369614
3.819161
7.6831064
5.7760773
11.284014
12.665482
0.0
0.0
0.0
0.0073696147
0.011904762
0.0022675737
0.00056689343
0.26360545
0.0
0.0
0.85430837
0.3270975
8.937642
9.093537
10.063492
8.070244
0.0032467532
0.08786848
0.0011337869
0.014739229
0.0
0.040816326
0.0017006802
0.043650795
0.0
0.0
0.36678004
0.22619048
4.65873
12.167801
8.183106
5.064935
0.0064935065
0.022675738
0.0
0.0
0.0
0.07823129
0.19501133
0.03287982
0.0
0.0
0.13208617
0.16780046
1.7159864
7.482426
6.84127
5.828953
0.0
0.0
0.0
0.0
0.0
0.0
0.018707482
0.03798186
0.0
0.0
0.04138322
0.02154195
1.0141723
6.5787983
8.198413
4.1328077
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.014172335
0.022675738
0.0062358277
0.22562358
0.2324263
3.5255103
10.178572
8.768398
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0017006802
0.020305092
0.21547103
0.24355803
0.08384869
0.6811998
6.161977
26.282778
39.125347
0.0
0.0
0.6201299
0.08766234
